prefix,file,dependency_count,dependencies
core::backend::simd::SimdBackend::interpolate,core/backend/simd/SimdBackend/interpolate.rs,30,alloc::alloc::Global;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;bool;core::option::Option;core::slice::iter::IterMut;str;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::fields::m31::M31;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;stwo_prover::core::poly::circle::poly::CirclePoly;stwo_prover::core::poly::twiddles::TwiddleTree;tracing::span::EnteredSpan;tracing::span::Span;tracing_core::callsite::DefaultCallsite;tracing_core::field::Field;tracing_core::field::FieldSet;tracing_core::field::Iter;tracing_core::field::ValueSet;tracing_core::metadata::Level;tracing_core::metadata::LevelFilter;tracing_core::metadata::Metadata;tracing_core::subscriber::Interest;u32;usize
core::backend::simd::blake2s,core/backend/simd/blake2s.rs,30,bytemuck::cast_slice;core::array;core::core_simd::alias::u32x16;core::core_simd::vector::Simd;core::intrinsics::transmute;core::ops::range::Range;core::option::Option;i32;itertools::Itertools;stwo_prover::core::backend::Col;stwo_prover::core::backend::Column;stwo_prover::core::backend::ColumnOps;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::blake2s::compress16;stwo_prover::core::backend::simd::blake2s::compress_finalize;stwo_prover::core::backend::simd::blake2s::compress_unfinalized;stwo_prover::core::backend::simd::blake2s::hash_16;stwo_prover::core::backend::simd::blake2s::rotate;stwo_prover::core::backend::simd::blake2s::round;stwo_prover::core::backend::simd::blake2s::transpose_msgs;stwo_prover::core::backend::simd::blake2s::untranspose_states;stwo_prover::core::fields::m31::BaseField;stwo_prover::core::vcs::blake2_hash::Blake2sHash;stwo_prover::core::vcs::blake2_merkle::Blake2sMerkleHasher;stwo_prover::core::vcs::ops::MerkleHasher;stwo_prover::core::vcs::ops::MerkleOps;u32;u64;u8;usize
core::fri::FriFirstLayerVerifier::verify,core/fri/FriFirstLayerVerifier/verify.rs,30,alloc::alloc::Global;alloc::collections::btree::map::BTreeMap;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;bool;core::convert::Infallible;core::fmt::Arguments;core::iter::adapters::copied::Copied;core::iter::adapters::flatten::FlatMap;core::iter::adapters::flatten::Flatten;core::ops::control_flow::ControlFlow;core::option::Option;core::panicking::AssertKind;core::result::Result;core::slice::iter::Iter;itertools::zip_eq_impl::ZipEq;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fri::FriFirstLayerVerifier;stwo_prover::core::fri::FriLayerProof;stwo_prover::core::fri::FriVerificationError;stwo_prover::core::fri::InsufficientWitnessError;stwo_prover::core::fri::SparseEvaluation;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::queries::Queries;stwo_prover::core::vcs::prover::MerkleDecommitment;stwo_prover::core::vcs::verifier::MerkleVerificationError;stwo_prover::core::vcs::verifier::MerkleVerifier;u32;usize
core::fri::FriInnerLayerVerifier,core/fri/FriInnerLayerVerifier.rs,30,alloc::alloc::Global;alloc::collections::btree::map::BTreeMap;alloc::vec::Vec;bool;core::convert::Infallible;core::fmt::Arguments;core::iter::adapters::copied::Copied;core::iter::adapters::flatten::FlatMap;core::iter::adapters::flatten::Flatten;core::ops::control_flow::ControlFlow;core::option::Option;core::panicking::AssertKind;core::result::Result;core::slice::iter::Iter;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fri::FriInnerLayerVerifier;stwo_prover::core::fri::FriInnerLayerVerifier::verify_and_fold;stwo_prover::core::fri::FriLayerProof;stwo_prover::core::fri::FriVerificationError;stwo_prover::core::fri::InsufficientWitnessError;stwo_prover::core::fri::LinePolyDegreeBound;stwo_prover::core::fri::SparseEvaluation;stwo_prover::core::poly::line::LineDomain;stwo_prover::core::queries::Queries;stwo_prover::core::vcs::prover::MerkleDecommitment;stwo_prover::core::vcs::verifier::MerkleVerificationError;stwo_prover::core::vcs::verifier::MerkleVerifier;u32;usize
core::fri::FriVerifier::commit,core/fri/FriVerifier/commit.rs,30,alloc::alloc::Global;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;bool;core::cmp::Reverse;core::convert::Infallible;core::iter::adapters::enumerate::Enumerate;core::iter::adapters::map::Map;core::ops::control_flow::ControlFlow;core::option::Option;core::result::Result;core::slice::iter::Iter;stwo_prover::core::circle::Coset;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fri::CirclePolyDegreeBound;stwo_prover::core::fri::FriConfig;stwo_prover::core::fri::FriFirstLayerVerifier;stwo_prover::core::fri::FriInnerLayerVerifier;stwo_prover::core::fri::FriLayerProof;stwo_prover::core::fri::FriProof;stwo_prover::core::fri::FriVerificationError;stwo_prover::core::fri::FriVerifier;stwo_prover::core::fri::LinePolyDegreeBound;stwo_prover::core::poly::circle::canonic::CanonicCoset;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::poly::line::LineDomain;stwo_prover::core::poly::line::LinePoly;stwo_prover::core::queries::Queries;u32;usize
core::poly::line::LineEvaluation,core/poly/line/LineEvaluation.rs,30,alloc::alloc::Global;alloc::vec::Vec;bool;core::fmt::Arguments;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::option::Option;core::panicking::AssertKind;core::result::Result;core::slice::iter::IterMut;str;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fields::secure_column::SecureColumnByCoords;stwo_prover::core::fields::secure_column::SecureColumnByCoordsIter;stwo_prover::core::poly::line::LineDomain;stwo_prover::core::poly::line::LineEvaluation;stwo_prover::core::poly::line::LineEvaluation::clone;stwo_prover::core::poly::line::LineEvaluation::domain;stwo_prover::core::poly::line::LineEvaluation::fmt;stwo_prover::core::poly::line::LineEvaluation::interpolate;stwo_prover::core::poly::line::LineEvaluation::len;stwo_prover::core::poly::line::LineEvaluation::new;stwo_prover::core::poly::line::LineEvaluation::new_zero;stwo_prover::core::poly::line::LineEvaluation::to_cpu;stwo_prover::core::poly::line::LinePoly;u32;usize
examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent,examples/xor/gkr_lookups/mle_eval/MleEvalVerifierComponent.rs,30,alloc::alloc::Global;alloc::vec::Vec;core::iter::adapters::map::Map;core::slice::iter::Iter;i32;isize;stwo_prover::constraint_framework::component::TraceLocationAllocator;stwo_prover::constraint_framework::info::InfoEvaluator;stwo_prover::constraint_framework::point::PointEvaluator;stwo_prover::core::air::accumulation::PointEvaluationAccumulator;stwo_prover::core::circle::CirclePoint;stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::pcs::TreeSubspan;stwo_prover::core::pcs::utils::TreeVec;stwo_prover::core::poly::circle::canonic::CanonicCoset;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalPoint;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::eval_info;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::evaluate_constraint_quotients_at_point;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::log_size;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::mask_points;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::max_constraint_log_degree_bound;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::n_constraints;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::new;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::preproccessed_column_indices;stwo_prover::examples::xor::gkr_lookups::mle_eval::MleEvalVerifierComponent::trace_log_degree_bounds;u32;usize
constraint_framework::expr::assignment::ExprVariables,constraint_framework/expr/assignment/ExprVariables.rs,31,alloc::alloc::Global;alloc::boxed::Box;alloc::string::String;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;core::iter::adapters::cloned::Cloned;core::iter::adapters::map::Map;isize;std::collections::hash::map::HashMap;std::collections::hash::set::HashSet;std::collections::hash::set::Iter;std::collections::hash::set::Union;std::hash::random::DefaultHasher;std::hash::random::RandomState;stwo_prover::constraint_framework::expr::ColumnExpr;stwo_prover::constraint_framework::expr::assignment::ExprVariables;stwo_prover::constraint_framework::expr::assignment::ExprVariables::Output;stwo_prover::constraint_framework::expr::assignment::ExprVariables::add;stwo_prover::constraint_framework::expr::assignment::ExprVariables::add_assign;stwo_prover::constraint_framework::expr::assignment::ExprVariables::col;stwo_prover::constraint_framework::expr::assignment::ExprVariables::default;stwo_prover::constraint_framework::expr::assignment::ExprVariables::ext_param;stwo_prover::constraint_framework::expr::assignment::ExprVariables::param;stwo_prover::constraint_framework::expr::assignment::ExprVariables::random_assignment;stwo_prover::constraint_framework::expr::assignment::ExprVariables::sub;stwo_prover::constraint_framework::expr::assignment::ExprVariables::sum;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;u32;u64;usize
constraint_framework::preprocessed_columns::IsFirst,constraint_framework/preprocessed_columns/IsFirst.rs,31,alloc::string::String;bool;core::core_simd::vector::Simd;core::fmt::Arguments;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::fmt::rt::Argument;core::fmt::rt::Count;core::fmt::rt::Placeholder;core::fmt::rt::UnsafeArg;core::result::Result;str;stwo_prover::constraint_framework::preprocessed_columns::IsFirst;stwo_prover::constraint_framework::preprocessed_columns::IsFirst::clone;stwo_prover::constraint_framework::preprocessed_columns::IsFirst::fmt;stwo_prover::constraint_framework::preprocessed_columns::IsFirst::gen_column_simd;stwo_prover::constraint_framework::preprocessed_columns::IsFirst::id;stwo_prover::constraint_framework::preprocessed_columns::IsFirst::new;stwo_prover::constraint_framework::preprocessed_columns::IsFirst::packed_at;stwo_prover::constraint_framework::preprocessed_columns::PreProcessedColumnId;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::fields::m31::M31;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::canonic::CanonicCoset;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;u32;usize
constraint_framework::relation_tracker::RelationTrackerEvaluator,constraint_framework/relation_tracker/RelationTrackerEvaluator.rs,31,alloc::alloc::Global;alloc::string::String;alloc::vec::Vec;bool;core::fmt::Arguments;core::option::Option;core::panicking::AssertKind;i32;isize;str;stwo_prover::constraint_framework::RelationEntry;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEntry;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::EF;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::F;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::add_constraint;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::add_to_relation;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::combine_ef;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::entries;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::finalize_logup;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::finalize_logup_batched;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::finalize_logup_in_pairs;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::new;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::next_interaction_mask;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEvaluator::write_logup_frac;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::utils::Fraction;stwo_prover::core::pcs::utils::TreeVec;u32;usize
core::backend::simd::column::VeryPackedBaseColumn,core/backend/simd/column/VeryPackedBaseColumn.rs,31,alloc::alloc::Global;alloc::vec::Vec;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::iter::adapters::flatten::FlatMap;core::iter::adapters::map::Map;core::iter::adapters::take::Take;core::result::Result;core::slice::iter::ChunksMut;core::slice::iter::Iter;str;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::at;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::chunks_mut;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::clone;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::fmt;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::from;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::from_iter;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::len;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::set;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::to_cpu;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::transform_under_ref;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::uninitialized;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn::zeros;stwo_prover::core::backend::simd::column::VeryPackedBaseColumnMutSlice;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;stwo_prover::core::fields::m31::M31;usize
core::poly::circle::poly,core/poly/circle/poly.rs,31,bool;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::backend::Col;stwo_prover::core::backend::Column;stwo_prover::core::backend::ColumnOps;stwo_prover::core::circle::CirclePoint;stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::BaseField;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fields::qm31::SecureField;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;stwo_prover::core::poly::circle::ops::PolyOps;stwo_prover::core::poly::circle::poly::CirclePoly;stwo_prover::core::poly::circle::poly::CirclePoly::clone;stwo_prover::core::poly::circle::poly::CirclePoly::eval_at_point;stwo_prover::core::poly::circle::poly::CirclePoly::evaluate;stwo_prover::core::poly::circle::poly::CirclePoly::evaluate_with_twiddles;stwo_prover::core::poly::circle::poly::CirclePoly::extend;stwo_prover::core::poly::circle::poly::CirclePoly::fmt;stwo_prover::core::poly::circle::poly::CirclePoly::log_size;stwo_prover::core::poly::circle::poly::CirclePoly::new;stwo_prover::core::poly::twiddles::TwiddleTree;u32;usize
core::poly::line::LinePoly,core/poly/line/LinePoly.rs,31,alloc::alloc::Global;alloc::vec::Vec;bool;core::cmp::Ordering;core::fmt::Arguments;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::ops::range::Range;core::option::Option;core::panicking::AssertKind;core::result::Result;str;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::poly::line::LinePoly;stwo_prover::core::poly::line::LinePoly::Target;stwo_prover::core::poly::line::LinePoly::clone;stwo_prover::core::poly::line::LinePoly::cmp;stwo_prover::core::poly::line::LinePoly::deref;stwo_prover::core::poly::line::LinePoly::deref_mut;stwo_prover::core::poly::line::LinePoly::eq;stwo_prover::core::poly::line::LinePoly::eval_at_point;stwo_prover::core::poly::line::LinePoly::fmt;stwo_prover::core::poly::line::LinePoly::from_ordered_coefficients;stwo_prover::core::poly::line::LinePoly::into_ordered_coefficients;stwo_prover::core::poly::line::LinePoly::len;stwo_prover::core::poly::line::LinePoly::new;stwo_prover::core::poly::line::LinePoly::partial_cmp;u32;u8;usize
core::queries::Queries,core/queries/Queries.rs,31,alloc::alloc::Global;alloc::collections::btree::set::BTreeSet;alloc::collections::btree::set::IntoIter;alloc::vec::Vec;bool;core::array::TryFromSliceError;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::iter::adapters::map::Map;core::marker::Sized;core::option::Option;core::result::Result;core::slice::iter::ChunksExact;core::slice::iter::Iter;itertools::adaptors::coalesce::CoalesceBy;itertools::adaptors::coalesce::DedupEq;itertools::adaptors::coalesce::DedupPred2CoalescePred;itertools::adaptors::coalesce::NoCount;str;stwo_prover::core::channel::Channel;stwo_prover::core::queries::Queries;stwo_prover::core::queries::Queries::Target;stwo_prover::core::queries::Queries::clone;stwo_prover::core::queries::Queries::deref;stwo_prover::core::queries::Queries::fmt;stwo_prover::core::queries::Queries::fold;stwo_prover::core::queries::Queries::generate;u32;u8;usize
examples::blake::round::gen::generate_interaction_trace,examples/blake/round/gen/generate_interaction_trace.rs,31,alloc::alloc::Global;alloc::vec::Vec;bool;core::ops::range::Range;core::option::Option;core::slice::iter::ArrayChunks;stwo_prover::constraint_framework::logup::LogupColGenerator;stwo_prover::constraint_framework::logup::LogupTraceGenerator;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::qm31::PackedQM31;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;stwo_prover::examples::blake::BlakeXorElements;stwo_prover::examples::blake::round::RoundElements;stwo_prover::examples::blake::round::gen::BlakeRoundLookupData;tracing::span::EnteredSpan;tracing::span::Span;tracing_core::callsite::DefaultCallsite;tracing_core::field::Field;tracing_core::field::FieldSet;tracing_core::field::ValueSet;tracing_core::metadata::Level;tracing_core::metadata::LevelFilter;tracing_core::metadata::Metadata;tracing_core::subscriber::Interest;u32;usize
examples::blake::scheduler::gen::gen_interaction_trace,examples/blake/scheduler/gen/gen_interaction_trace.rs,31,alloc::alloc::Global;alloc::vec::Vec;bool;core::ops::range::Range;core::option::Option;core::slice::iter::ArrayChunks;stwo_prover::constraint_framework::logup::LogupColGenerator;stwo_prover::constraint_framework::logup::LogupTraceGenerator;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::qm31::PackedQM31;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;stwo_prover::examples::blake::round::RoundElements;stwo_prover::examples::blake::scheduler::BlakeElements;stwo_prover::examples::blake::scheduler::gen::BlakeSchedulerLookupData;tracing::span::EnteredSpan;tracing::span::Span;tracing_core::callsite::DefaultCallsite;tracing_core::field::Field;tracing_core::field::FieldSet;tracing_core::field::ValueSet;tracing_core::metadata::Level;tracing_core::metadata::LevelFilter;tracing_core::metadata::Metadata;tracing_core::subscriber::Interest;u32;usize
constraint_framework::component::TraceLocationAllocator,constraint_framework/component/TraceLocationAllocator.rs,32,alloc::alloc::Global;alloc::string::String;alloc::vec::Vec;bool;core::fmt::Arguments;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::fmt::rt::Argument;core::fmt::rt::Placeholder;core::fmt::rt::UnsafeArg;core::iter::adapters::enumerate::Enumerate;core::iter::adapters::map::Map;core::iter::adapters::zip::Zip;core::option::Option;core::panicking::AssertKind;core::result::Result;core::slice::iter::Iter;core::slice::iter::IterMut;str;stwo_prover::constraint_framework::component::PreprocessedColumnsAllocationMode;stwo_prover::constraint_framework::component::TraceLocationAllocator;stwo_prover::constraint_framework::component::TraceLocationAllocator::default;stwo_prover::constraint_framework::component::TraceLocationAllocator::fmt;stwo_prover::constraint_framework::component::TraceLocationAllocator::new_with_preproccessed_columns;stwo_prover::constraint_framework::component::TraceLocationAllocator::next_for_structure;stwo_prover::constraint_framework::component::TraceLocationAllocator::preprocessed_columns;stwo_prover::constraint_framework::component::TraceLocationAllocator::validate_preprocessed_columns;stwo_prover::constraint_framework::preprocessed_columns::PreProcessedColumnId;stwo_prover::core::pcs::TreeSubspan;stwo_prover::core::pcs::utils::TreeVec;usize
constraint_framework::relation_tracker::RelationSummary,constraint_framework/relation_tracker/RelationSummary.rs,32,alloc::alloc::Global;alloc::string::String;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;bool;core::convert::Infallible;core::fmt::Arguments;core::fmt::Error;core::fmt::Formatter;core::fmt::rt::Argument;core::fmt::rt::Count;core::fmt::rt::Placeholder;core::fmt::rt::UnsafeArg;core::iter::adapters::map::Map;core::ops::control_flow::ControlFlow;core::option::Option;core::result::Result;core::slice::iter::Iter;std::collections::hash::map::Entry;std::collections::hash::map::HashMap;std::collections::hash::map::IntoIter;std::hash::random::RandomState;str;stwo_prover::constraint_framework::relation_tracker::RelationSummary;stwo_prover::constraint_framework::relation_tracker::RelationSummary::cleaned;stwo_prover::constraint_framework::relation_tracker::RelationSummary::fmt;stwo_prover::constraint_framework::relation_tracker::RelationSummary::get_relation_info;stwo_prover::constraint_framework::relation_tracker::RelationSummary::summarize_relations;stwo_prover::constraint_framework::relation_tracker::RelationTrackerEntry;stwo_prover::core::fields::m31::M31;u32;usize
core::circle::CirclePointIndex,core/circle/CirclePointIndex.rs,32,bool;core::cmp::Ordering;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::option::Option;core::result::Result;i32;str;stwo_prover::core::circle::CirclePoint;stwo_prover::core::circle::CirclePointIndex;stwo_prover::core::circle::CirclePointIndex::Output;stwo_prover::core::circle::CirclePointIndex::add;stwo_prover::core::circle::CirclePointIndex::clone;stwo_prover::core::circle::CirclePointIndex::cmp;stwo_prover::core::circle::CirclePointIndex::eq;stwo_prover::core::circle::CirclePointIndex::fmt;stwo_prover::core::circle::CirclePointIndex::generator;stwo_prover::core::circle::CirclePointIndex::half;stwo_prover::core::circle::CirclePointIndex::mul;stwo_prover::core::circle::CirclePointIndex::neg;stwo_prover::core::circle::CirclePointIndex::partial_cmp;stwo_prover::core::circle::CirclePointIndex::reduce;stwo_prover::core::circle::CirclePointIndex::sub;stwo_prover::core::circle::CirclePointIndex::subgroup_gen;stwo_prover::core::circle::CirclePointIndex::to_point;stwo_prover::core::circle::CirclePointIndex::zero;stwo_prover::core::fields::m31::M31;u128;u32;u8;usize
core::fri::FriFirstLayerVerifier,core/fri/FriFirstLayerVerifier.rs,32,alloc::alloc::Global;alloc::collections::btree::map::BTreeMap;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;bool;core::convert::Infallible;core::fmt::Arguments;core::iter::adapters::copied::Copied;core::iter::adapters::flatten::FlatMap;core::iter::adapters::flatten::Flatten;core::ops::control_flow::ControlFlow;core::option::Option;core::panicking::AssertKind;core::result::Result;core::slice::iter::Iter;itertools::zip_eq_impl::ZipEq;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fri::CirclePolyDegreeBound;stwo_prover::core::fri::FriFirstLayerVerifier;stwo_prover::core::fri::FriFirstLayerVerifier::verify;stwo_prover::core::fri::FriLayerProof;stwo_prover::core::fri::FriVerificationError;stwo_prover::core::fri::InsufficientWitnessError;stwo_prover::core::fri::SparseEvaluation;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::queries::Queries;stwo_prover::core::vcs::prover::MerkleDecommitment;stwo_prover::core::vcs::verifier::MerkleVerificationError;stwo_prover::core::vcs::verifier::MerkleVerifier;u32;usize
core::vcs::blake3_hash,core/vcs/blake3_hash.rs,32,alloc::alloc::Global;alloc::fmt;alloc::string::String;alloc::vec::Vec;blake3::Hash;blake3::Hasher;bool;core::array::TryFromSliceError;core::fmt::Error;core::fmt::Formatter;core::result::Result;serde::de::Deserialize;serde::ser::Serialize;str;stwo_prover::core::vcs::blake3_hash::Blake3Hash;stwo_prover::core::vcs::blake3_hash::Blake3Hash::as_ref;stwo_prover::core::vcs::blake3_hash::Blake3Hash::clone;stwo_prover::core::vcs::blake3_hash::Blake3Hash::default;stwo_prover::core::vcs::blake3_hash::Blake3Hash::eq;stwo_prover::core::vcs::blake3_hash::Blake3Hash::fmt;stwo_prover::core::vcs::blake3_hash::Blake3Hash::from;stwo_prover::core::vcs::blake3_hash::Blake3Hasher;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::clone;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::concat_and_hash;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::default;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::finalize;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::hash;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::new;stwo_prover::core::vcs::blake3_hash::Blake3Hasher::update;stwo_prover::core::vcs::hash::Hash;u8;usize
constraint_framework::info::ArithmeticCounter,constraint_framework/info/ArithmeticCounter.rs,33,alloc::alloc::Global;alloc::rc::Rc;bool;core::cell::RefCell;core::cell::RefMut;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::info::ArithmeticCounter;stwo_prover::constraint_framework::info::ArithmeticCounter::Output;stwo_prover::constraint_framework::info::ArithmeticCounter::add;stwo_prover::constraint_framework::info::ArithmeticCounter::add_assign;stwo_prover::constraint_framework::info::ArithmeticCounter::clone;stwo_prover::constraint_framework::info::ArithmeticCounter::counts;stwo_prover::constraint_framework::info::ArithmeticCounter::default;stwo_prover::constraint_framework::info::ArithmeticCounter::drain;stwo_prover::constraint_framework::info::ArithmeticCounter::fmt;stwo_prover::constraint_framework::info::ArithmeticCounter::from;stwo_prover::constraint_framework::info::ArithmeticCounter::inverse;stwo_prover::constraint_framework::info::ArithmeticCounter::is_zero;stwo_prover::constraint_framework::info::ArithmeticCounter::merge;stwo_prover::constraint_framework::info::ArithmeticCounter::mul;stwo_prover::constraint_framework::info::ArithmeticCounter::mul_assign;stwo_prover::constraint_framework::info::ArithmeticCounter::neg;stwo_prover::constraint_framework::info::ArithmeticCounter::one;stwo_prover::constraint_framework::info::ArithmeticCounter::sub;stwo_prover::constraint_framework::info::ArithmeticCounter::zero;stwo_prover::constraint_framework::info::ArithmeticCounts;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
